0 giờ 2 phút	lý tuấn kiệt	0-gio-2-phut-ly-tuan-kiet
làm sao để trở lại	hào gb	lam-sao-de-tro-lai-hao-gb
làm sao để xóa đi	đường tuấn khang	lam-sao-de-xoa-di-duong-tuan-khang
làm sao để yêu	hari won	lam-sao-de-yeu-hari-won
làm sao để yêu một người	nhật lâm	lam-sao-de-yeu-mot-nguoi-nhat-lam
làm sao để yêu thương quay về	đoàn tuấn	lam-sao-de-yeu-thuong-quay-ve-doan-tuan
làm sao em biết	mỹ lệ	lam-sao-em-biet-my-le
làm sao em biết	p.s.s	lam-sao-em-biet-p-s-s
làm sao em biết	roy p	lam-sao-em-biet-roy-p
làm sao em biết	trần hòa	lam-sao-em-biet-tran-hoa
làm sao em biết cho long anh	trần trác phong	lam-sao-em-biet-cho-long-anh-tran-trac-phong
làm sao em biết cho lòng anh	trần trác phong	lam-sao-em-biet-cho-long-anh-tran-trac-phong
làm sao em hiểu	lâm chấn khang	lam-sao-em-hieu-lam-chan-khang
làm sao em quên	mai khôi	lam-sao-em-quen-mai-khoi
làm sao em quên (ballad version)	như ý	lam-sao-em-quen-ballad-version-nhu-y
làm sao giữ	phan mạnh quỳnh	lam-sao-giu-phan-manh-quynh
làm sao níu bước em	trần nam	lam-sao-niu-buoc-em-tran-nam
làm sao níu thời gian	tần khánh	lam-sao-niu-thoi-gian-tan-khanh
làm sao nói lời yêu thương	nguyễn hữu	lam-sao-noi-loi-yeu-thuong-nguyen-huu
làm sao nói yêu em	hà anh tuấn	lam-sao-noi-yeu-em-ha-anh-tuan
làm sao quên anh	hải băng	lam-sao-quen-anh-hai-bang
làm sao quên anh	thanh trúc	lam-sao-quen-anh-thanh-truc
làm sao quên đi	quang dũng	lam-sao-quen-di-quang-dung
làm sao quên được anh	thúy khanh	lam-sao-quen-duoc-anh-thuy-khanh
làm sao quên được em	3979 band	lam-sao-quen-duoc-em-3979-band
làm sao quên được em	chu bin	lam-sao-quen-duoc-em-chu-bin
làm sao quên được em	đức mạnh	lam-sao-quen-duoc-em-duc-manh
làm sao quên được em (remix)	cao nam thành	lam-sao-quen-duoc-em-remix-cao-nam-thanh
làm sao quên được em?	lương tùng quang	lam-sao-quen-duoc-em-luong-tung-quang
làm sao quên em	dương hiếu nghĩa	lam-sao-quen-em-duong-hieu-nghia
làm sao quên em	laxy minh	lam-sao-quen-em-laxy-minh
làm sao quên em	phan đinh tùng	lam-sao-quen-em-phan-dinh-tung
làm sao xóa đi niềm đau	khánh tài	lam-sao-xoa-di-niem-dau-khanh-tai
làm sao xóa vết thương lòng	đinh thiên hương	lam-sao-xoa-vet-thuong-long-dinh-thien-huong
làm thơ tình em đọc	lâm nhật tiến	lam-tho-tinh-em-doc-lam-nhat-tien
làm từ thiện đâu có dễ	chung thương t-jo	lam-tu-thien-dau-co-de-chung-thuong-t-jo
làm vậy chi	a huy	lam-vay-chi-a-huy
làm vợ anh đi	trương bảo anh	lam-vo-anh-di-truong-bao-anh
làm vợ anh được chưa	nguyễn đình long	lam-vo-anh-duoc-chua-nguyen-dinh-long
làm vợ anh được chưa (dinhlong mix)	dinhlong nguyễn đình long	lam-vo-anh-duoc-chua-dinhlong-mix-nguyen-dinh-long-dinhlong
làm vợ anh nhé	chi dân	lam-vo-anh-nhe-chi-dan
làm vợ anh nhé (team mcma remix)	chi dân	lam-vo-anh-nhe-team-mcma-remix-chi-dan
lầm yêu	khắc trung	lam-yeu-khac-trung
lambada	kevin tuấn hùng thùy vân	lambada-thuy-van-kevin-tuan-hung
lambada (remix)	cao sỹ hùng	lambada-remix-cao-sy-hung
lambada (tuyệt đỉnh tranh tài)	hoàng hải	lambada-tuyet-dinh-tranh-tai-hoang-hai
lambada quê ta	trần tiến	lambada-que-ta-tran-tien
lambada tình yêu	cindy trần	lambada-tinh-yeu-cindy-tran
lan & điệp 3	như quỳnh	lan-diep-3-nhu-quynh
lan & điệp 4	như quỳnh	lan-diep-4-nhu-quynh
lần chuỗi thương xót	lm.jb.nguyễn sang	lan-chuoi-thuong-xot-lm-jb-nguyen-sang
lần cuối	bùi tuấn ngọc	lan-cuoi-bui-tuan-ngoc
lần cuối	dick rhy	lan-cuoi-rhy-dick
lần cuối	hoàng thiên khánh	lan-cuoi-hoang-thien-khanh
lần cuối	lâm chu min	lan-cuoi-lam-chu-min
lần cuối (dj hiếu phan)	khánh phong	lan-cuoi-dj-hieu-phan-khanh-phong
lần cuối hãy tha thứ cho anh	lâm chấn khang	lan-cuoi-hay-tha-thu-cho-anh-lam-chan-khang
lần cuối nhìn em	dương tuấn kiệt	lan-cuoi-nhin-em-duong-tuan-kiet
lần cuối vì em	đỗ tú tài	lan-cuoi-vi-em-do-tu-tai
lần cuối xóa tên anh	hà my	lan-cuoi-xoa-ten-anh-tran-vu-ha-my
làn da	hoàng rapper mi lan	lan-da-mi-lan-hoang-rapper
lần đầu	bảo anh	lan-dau-bao-anh-mr-a
lần đầu	diệp hoài ngọc	lan-dau-diep-hoai-ngoc
lần đầu	đinh hương	lan-dau-dinh-huong
lần đầu	võ hạ trâm	lan-dau-vo-ha-tram
lần đầu (dương khắc linh remix)	bảo anh mr. a	lan-dau-duong-khac-linh-remix-bao-anh-mr-a
lần đầu cũng là lần cuối	huyên chí bình	lan-dau-cung-la-lan-cuoi-huyen-chi-binh
lần đầu cũng là lần cuối	khang việt	lan-dau-cung-la-lan-cuoi-khang-viet
lần đầu lần cuối	đàm vĩnh hưng	lan-dau-lan-cuoi-dam-vinh-hung
lần đầu lần cuối	dương thiện lâm	lan-dau-lan-cuoi-duong-thien-lam
lần đầu lần cuối	lệ thu	lan-dau-lan-cuoi-le-thu
lần đầu lần cuối	phạm nhật sơn	lan-dau-lan-cuoi-pham-nhat-son
lần đầu lần cuối	quang sơn	lan-dau-lan-cuoi-quang-son
lần đầu nói dối	6868	lan-dau-noi-doi-6868
lần đầu nói dối	đông nghi	lan-dau-noi-doi-dong-nghi-9x
lần đầu nối dối	kim ngân	lan-dau-noi-doi-kim-ngan
lần đầu nói dối	triệu minh	lan-dau-noi-doi-trieu-minh
lần đầu tiên	anh thúy	lan-dau-tien-anh-thuy
lần đầu tiên em nói dối (full intro)	thúy khanh	lan-dau-tien-em-noi-doi-full-intro-thuy-khanh
lần đầu tiên gặp em	vũ minh vương	lan-dau-tien-gap-em-vu-minh-vuong
lần đầu tiên nói dối	cẩm ly	lan-dau-tien-noi-doi-cam-ly
lần đầu tiên nói dối	như bình	lan-dau-tien-noi-doi-nhu-binh
lần đầu tiên nói dối (remix)	võ kiều vân	lan-dau-tien-noi-doi-remix-vo-kieu-van
lần đầu yêu em	trí hải	lan-dau-yeu-em-tri-hai
lần gặp gỡ sau cùng	châu việt cường	lan-gap-go-sau-cung-chau-viet-cuong
lần hẹn cuối	b.o.m	lan-hen-cuoi-b-o-m
lần hẹn cuối	quốc cường	lan-hen-cuoi-quoc-cuong
làn khói trắng	bảo hưng miền tây	lan-khoi-trang-bao-hung-mien-tay
làn khói trắng	dương thái bảo	lan-khoi-trang-duong-thai-bao
làn khói trắng	dương thiện lâm	lan-khoi-trang-duong-thien-lam
làn khói trắng	roc piin	lan-khoi-trang-roc-piin
làn khói trắng (remix)	dương thái bảo	lan-khoi-trang-remix-duong-thai-bao
làn khói trắng (remix)	roc piin	lan-khoi-trang-remix-roc-piin
làn khuyên (một lòng anh đợi)	lệ thanh tiến dũng	lan-khuyen-mot-long-anh-doi-tien-dung-le-thanh
lần mình gục ngã (new version)	kiun gia tuấn	lan-minh-guc-nga-new-version-kiun-gia-tuan
làn mưa ấm	miu lê trịnh thăng bình	lan-mua-am-trinh-thang-binh-miu-le
làn mưa cuốn em đi	nhật tinh anh	lan-mua-cuon-em-di-nhat-tinh-anh
lần nào cũng thế	hoàng đăng khoa	lan-nao-cung-the-hoang-dang-khoa
lần nào em cũng thế	bằng cường	lan-nao-em-cung-the-bang-cuong
lần sau cuối	bubu snowy khánh juno tanny	lan-sau-cuoi-khanh-juno-bubu-snowy-tanny
lần sau cuối	trương đình phong	lan-sau-cuoi-truong-dinh-phong
lần sau cuối (remix)	nhật thành yuki huy nam	lan-sau-cuoi-remix-nhat-thanh-yuki-huy-nam
lần thứ hai	v.o.x	lan-thu-hai-v-o-x
lan và điệp	hoàng thanh thảo sương	lan-va-diep-hoang-thanh-thao-suong
lan và điệp	khưu huy vũ thi nhung	lan-va-diep-khuu-huy-vu-thi-nhung
lan và điệp	lâm ngọc hoa nguyễn phú quí	lan-va-diep-nguyen-phu-qui-lam-ngoc-hoa
lan và điệp	mộng tuyền	lan-va-diep-mong-tuyen
lan và điệp	quang thành	lan-va-diep-quang-thanh
lan và điệp	thái thanh hiệp	lan-va-diep-thai-thanh-hiep
lan và điệp	thy nhung ân thiên vỹ	lan-va-diep-an-thien-vy-thy-nhung
lan và điệp (nonstop remix)	lâm chấn khang	lan-va-diep-nonstop-remix-lam-chan-khang
lan và điệp (remix)	kim quang hải	lan-va-diep-remix-kim-quang-hai
lan và điệp 1	hương ngọc vân	lan-va-diep-1-huong-ngoc-van
lan và điệp 2	đình phước	lan-va-diep-2-dinh-phuoc
lan và điệp 2	hương ngọc vân	lan-va-diep-2-huong-ngoc-van
lan và điệp 3	đình phước	lan-va-diep-3-dinh-phuoc
lan và điệp 3	hương ngọc vân	lan-va-diep-3-huong-ngoc-van
lan và điệp 3	quỳnh vy đăng nguyên	lan-va-diep-3-dang-nguyen-quynh-vy
lan và điệp 4	anh thư nguyễn	lan-va-diep-4-anh-thu-nguyen
lan và điệp 4	hoàng ngọc sơn	lan-va-diep-4-hoang-ngoc-son
lan và điệp 4	hương ngọc vân	lan-va-diep-4-huong-ngoc-van
lan và điệp 4	lâm hoài phong	lan-va-diep-4-lam-hoai-phong
lan và điệp 4	mc tuấn khoa	lan-va-diep-4-mc-tuan-khoa
lan và điệp 4	thúy hằng hana	lan-va-diep-4-thuy-hang-hana
lan và điệp 4	trịnh nam phương	lan-va-diep-4-trinh-nam-phuong
lan và điệp 5	hương ngọc vân	lan-va-diep-5-huong-ngoc-van
lan xưa	hồng ngọc quang minh	lan-xua-hong-ngoc-quang-minh
lặng	annie trâm anh	lang-annie-tram-anh
lặng	lê vũ bình	lang-le-vu-binh
lặng	ngọc quang đông	lang-ngoc-quang-dong
lặng	nhiều nghệ sĩ	lang-asa-uriboo-jkanz-nhoc-ly-sir-ka
lặng	trần thái hoàng	lang-tran-thai-hoang
lặng	y kroc	lang-y-kroc
lặng (acoustic)	thế phương vbk	lang-acoustic-the-phuong-vbk
lắng 7 (khởi đầu của sự kết thúc)	kaisoul	lang-7-khoi-dau-cua-su-ket-thuc-kaisoul
lặng bước trong mưa	phan thiên ngân	lang-buoc-trong-mua-phan-thien-ngan
lãng đãng chiều mưa phố hoa hồng	vũ mạnh tuấn	lang-dang-chieu-mua-pho-hoa-hong-vu-manh-tuan
lãng du	bảo hân như loan	lang-du-bao-han-nhu-loan
lãng du	taynguyensound	lang-du-taynguyensound
lãng du ca	hồng nhung	lang-du-ca-hong-nhung
lãng du ca	huy mc thu phương	lang-du-ca-thu-phuong-huy-mc
lãng du ca	tam ca 3a	lang-du-ca-tam-ca-3a
lang gia bảng	lee phú quý	lang-gia-bang-lee-phu-quy
lặng im	bb thy	lang-im-bb-thy
lặng im	kannan nguyễn	lang-im-kannan-nguyen
lặng im	khang luân	lang-im-khang-luan
lặng im	lương bằng quang	lang-im-luong-bang-quang
lặng im	lương gia hùng	lang-im-luong-gia-hung
lặng im (mặt nạ máu ost)	noo phước thịnh	lang-im-mat-na-mau-ost-noo-phuoc-thinh
lặng im để em rời xa	cao nam thành	lang-im-de-em-roi-xa-cao-nam-thanh
lặng im không nói	hải nguyên	lang-im-khong-noi-hai-nguyen
lặng khóc	tăng quỳnh my	lang-khoc-tang-quynh-my
lặng lẽ	điền thái toàn	lang-le-dien-thai-toan
lặng lẽ	hồ hán dân	lang-le-ho-han-dan
lặng lẽ	kyo york	lang-le-kyo-york
lặng lẽ	lương tùng quang	lang-le-luong-tung-quang
lặng lẽ	mpkh	lang-le-mpkh
lặng lẽ buông (cover)	đường hưng	lang-le-buong-cover-duong-hung
lặng lẽ buông (cover)	gia huy singer	lang-le-buong-cover-gia-huy-singer
lặng lẽ buông (remix)	gia huy singer	lang-le-buong-remix-gia-huy-singer
lặng lẽ mẹ tôi	vân khánh	lang-le-me-toi-van-khanh
lặng lẽ mùa đông	lâm hùng	lang-le-mua-dong-lam-hung
lặng lẽ nhìn em hạnh phúc	hkt	lang-le-nhin-em-hanh-phuc-hkt
lặng lẽ nhớ em	duy khoa	lang-le-nho-em-duy-khoa
lặng lẽ nơi này	đinh quốc anh	lang-le-noi-nay-dinh-quoc-anh
lặng lẽ nơi này	nam cường	lang-le-noi-nay-nam-cuong
lặng lẽ nơi này	nsưt thái bảo	lang-le-noi-nay-nsut-thai-bao
lặng lẽ nơi này	quang sơn	lang-le-noi-nay-quang-son
lặng lẽ nơi này	thái hòa	lang-le-noi-nay-thai-hoa
lặng lẽ nơi này (acoustic version)	nam cường	lang-le-noi-nay-acoustic-version-nam-cuong
lặng lẽ ra đi	thy dung	lang-le-ra-di-thy-dung
lặng lẽ tiếng dương cầm	minh phượng	lang-le-tieng-duong-cam-minh-phuong
lặng lẽ tuổi học trò	lee yang	lang-le-tuoi-hoc-tro-lee-yang
lặng lẽ yêu anh	nipe	lang-le-yeu-anh-nipe
lặng lẽ yêu em	phan duy	lang-le-yeu-em-phan-duy
lặng lẽ yêu nhau	nam cường	lang-le-yeu-nhau-nam-cuong
lặng nghe	hoàng rapper mi lan	lang-nghe-mi-lan-hoang-rapper
lắng nghe biển khóc	đinh ứng phi trường	lang-nghe-bien-khoc-dinh-ung-phi-truong
lặng nghe biển khóc	quốc cường đinh ứng phi trường	lang-nghe-bien-khoc-quoc-cuong-dinh-ung-phi-truong
lặng nghe biển khóc (chinese version)	quốc cường	lang-nghe-bien-khoc-chinese-version-quoc-cuong
lắng nghe con tim	minh thư	lang-nghe-con-tim-minh-thu
lắng nghe con tim	nguyễn ngọc anh	lang-nghe-con-tim-nguyen-ngoc-anh
lắng nghe con tim gọi	nhật thy	lang-nghe-con-tim-goi-nhat-thy
lặng nghe con tim hát	loan châu	lang-nghe-con-tim-hat-loan-chau
lặng nghe ký ức	đỗ ái tử	lang-nghe-ky-uc-do-ai-tu
lắng nghe lời anh	binz clown d keysi	lang-nghe-loi-anh-binz-keysi-clown-d
lắng nghe lời chúa	lm.jb.nguyễn sang	lang-nghe-loi-chua-lm-jb-nguyen-sang
lắng nghe mưa hát	hoài nam bozo	lang-nghe-mua-hat-hoai-nam-bozo
lắng nghe mùa thu đến	yên nhiên	lang-nghe-mua-thu-den-yen-nhien
lắng nghe mùa xuân về	bạch công khanh	lang-nghe-mua-xuan-ve-bach-cong-khanh
lắng nghe mùa xuân về	bee.t đinh hương	lang-nghe-mua-xuan-ve-bee-t-dinh-huong
lắng nghe mùa xuân về	dj eric t-j trương khải minh	lang-nghe-mua-xuan-ve-truong-khai-minh-dj-eric-t-j
lắng nghe mùa xuân về	đỗ minh quân	lang-nghe-mua-xuan-ve-do-minh-quan
lắng nghe mùa xuân về	đoan trang	lang-nghe-mua-xuan-ve-doan-trang
lắng nghe mùa xuân về	đông hùng	lang-nghe-mua-xuan-ve-dong-hung
lắng nghe mùa xuân về	hồ chí hoàng	lang-nghe-mua-xuan-ve-ho-chi-hoang
lắng nghe mùa xuân về	hoàng quyên	lang-nghe-mua-xuan-ve-hoang-quyen
lắng nghe mùa xuân về	hồng mơ	lang-nghe-mua-xuan-ve-hong-mo
lắng nghe mùa xuân về	jackie njine trần hoàng yến	lang-nghe-mua-xuan-ve-tran-hoang-yen-jackie-njine
lắng nghe mùa xuân về	kyo york	lang-nghe-mua-xuan-ve-kyo-york
lắng nghe mùa xuân về	nhiều nghệ sĩ	lang-nghe-mua-xuan-ve-ha-anh-tuan-phuong-linh-phuong-vy-thao-trang-thai-trinh-antoneus-maximus
lắng nghe mùa xuân về	noo phước thịnh thủy tiên	lang-nghe-mua-xuan-ve-noo-phuoc-thinh-thuy-tien
lắng nghe mùa xuân về	phạm kỳ anh	lang-nghe-mua-xuan-ve-pham-ky-anh
lắng nghe mùa xuân về	sha băng	lang-nghe-mua-xuan-ve-sha-bang
lắng nghe mùa xuân về	sky nguyễn	lang-nghe-mua-xuan-ve-sky-nguyen
lắng nghe mùa xuân về	thanh lam	lang-nghe-mua-xuan-ve-thanh-lam
lắng nghe mùa xuân về	thủy tiên	lang-nghe-mua-xuan-ve-thuy-tien
lắng nghe mùa xuân về	trần thu hà	lang-nghe-mua-xuan-ve-tran-thu-ha
lắng nghe mùa xuân về	tuấn hưng	lang-nghe-mua-xuan-ve-tuan-hung
lắng nghe mùa xuân về	vân cát	lang-nghe-mua-xuan-ve-van-cat
lắng nghe mùa xuân về	y thanh	lang-nghe-mua-xuan-ve-y-thanh
lắng nghe mùa xuân về (remix)	đăng anh	lang-nghe-mua-xuan-ve-remix-dang-anh
lắng nghe mùa xuân về (remix)	đình phong	lang-nghe-mua-xuan-ve-remix-dinh-phong
lắng nghe mùa xuân về (remix)	khương hùng	lang-nghe-mua-xuan-ve-remix-khuong-hung
lắng nghe mùa xuân về (remix)	milano band	lang-nghe-mua-xuan-ve-remix-milano-band
lắng nghe mùa xuân về (remix)	quang hà	lang-nghe-mua-xuan-ve-remix-quang-ha
lắng nghe mùa xuân về (remix)	vũ hoàng minsk	lang-nghe-mua-xuan-ve-remix-vu-hoang-minsk
lắng nghe mùa xuân về remix	peto	lang-nghe-mua-xuan-ve-remix-peto
lắng nghe mùa xuân về remix	phạm huy du	lang-nghe-mua-xuan-ve-remix-pham-huy-du
lắng nghe mùa xuân về remix (dj hiếu phan)	hoàng hải dương	lang-nghe-mua-xuan-ve-remix-dj-hieu-phan-hoang-hai-duong
lắng nghe nỗi nhớ	k-icm ngọc vũ	lang-nghe-noi-nho-k-icm-ngoc-vu
lắng nghe nước mắt	tuấn nghĩa	lang-nghe-nuoc-mat-tuan-nghia
lắng nghe nước mắt (piano version)	mr siro	lang-nghe-nuoc-mat-piano-version-mr-siro
lắng nghe ta nói	nhiều nghệ sĩ	lang-nghe-ta-noi-mr-shyn-tung-tea-roy-p-mc-tee
lắng nghe thiên sứ	hiền thục lm.xuân đường	lang-nghe-thien-su-lm-xuan-duong-hien-thuc
lắng nghe thời gian	mai tiến dũng	lang-nghe-thoi-gian-mai-tien-dung
lắng nghe tim anh	one bee young bee	lang-nghe-tim-anh-young-bee-one-bee
lắng nghe tim em	ngọc thùy duyên	lang-nghe-tim-em-ngoc-thuy-duyen
lắng nghe xuân	đoàn việt hùng	lang-nghe-xuan-doan-viet-hung
lắng nghe yêu thương	hòa mi đỗ phú quí	lang-nghe-yeu-thuong-hoa-mi-do-phu-qui
lắng nghe yêu thương (solo version)	đỗ phú quí	lang-nghe-yeu-thuong-solo-version-do-phu-qui
lắng nghe yêu thương (version 2)	hòa mi	lang-nghe-yeu-thuong-version-2-hoa-mi
lặng nhìn em ra đi	lâm chu min	lang-nhin-em-ra-di-lam-chu-min
lặng nhìn mùa thu	thanh ngọc	lang-nhin-mua-thu-thanh-ngoc
lặng nhìn phía em đi	cương tđ tjtop yunjboo	lang-nhin-phia-em-di-cuong-td-yunjboo-tjtop
lặng nhìn phía sau em	la nhật tiến	lang-nhin-phia-sau-em-la-nhat-tien
lặng nhìn phía sau em (remix)	la nhật tiến	lang-nhin-phia-sau-em-remix-la-nhat-tien
lặng nhìn ta thôi	lệ thu	lang-nhin-ta-thoi-le-thu
lặng nhìn thời gian	hồ quang hiếu nipe	lang-nhin-thoi-gian-nipe-ho-quang-hieu
lặng nhìn tình mình trôi (remix)	hà trọng anh	lang-nhin-tinh-minh-troi-remix-ha-trong-anh
lặng nhìn tuyết rơi	ngọc tú	lang-nhin-tuyet-roi-ngoc-tu
lãng quên	kasim hoàng vũ	lang-quen-kasim-hoang-vu
lặng quên	kiun gia tuấn	lang-quen-kiun-gia-tuan
lãng quên	lưu quang anh	lang-quen-luu-quang-anh
lãng quên	thanh thanh	lang-quen-thanh-thanh
lãng quên	trang nhung	lang-quen-trang-nhung
lãng quên anh	ái phương	lang-quen-anh-ai-phuong
lãng quên chiều thu	bỉnh tài dm2x	lang-quen-chieu-thu-binh-tai-dm2x
lãng quên cuộc tình	đoàn việt phương	lang-quen-cuoc-tinh-doan-viet-phuong
lãng quên một giấc mơ	huỳnh phan trọng quỳnh	lang-quen-mot-giac-mo-huynh-phan-trong-quynh
lãng quên mùa đông	lý hào nam	lang-quen-mua-dong-ly-hao-nam
lặng thầm	hoàng minh thắng	lang-tham-hoang-minh-thang
lặng thầm	kim thư	lang-tham-kim-thu
lặng thầm	nhật thiên	lang-tham-nhat-thien
lặng thầm	noo phước thịnh slimv	lang-tham-noo-phuoc-thinh-slimv
lặng thầm	thái châu	lang-tham-thai-chau
lặng thầm	thanh vân đức anh idol	lang-tham-duc-anh-idol-thanh-van
lặng thầm (acoustic)	hồng sơn	lang-tham-acoustic-hong-son
lặng thầm (live hòa âm ánh sáng 2016)	noo phước thịnh	lang-tham-live-hoa-am-anh-sang-2016-noo-phuoc-thinh
lặng thầm chờ em trong đêm	lưu hưng	lang-tham-cho-em-trong-dem-luu-hung
lặng thầm cùng nỗi đau	gia tuấn quang tùng	lang-tham-cung-noi-dau-quang-tung-gia-tuan
lặng thầm cùng nỗi đau	htk	lang-tham-cung-noi-dau-htk
lặng thầm một nỗi đau	dương lê quang	lang-tham-mot-noi-dau-duong-le-quang
lặng thầm một tình yêu	thái nguyên	lang-tham-mot-tinh-yeu-thai-nguyen
lặng thầm một tình yêu (i'm forbidden)	hồ ngọc hà thanh bùi	lang-tham-mot-tinh-yeu-i-m-forbidden-thanh-bui-ho-ngoc-ha
lặng thầm một tình yêu (live)	nguyễn hoàng triều nguyễn thùy linh	lang-tham-mot-tinh-yeu-live-nguyen-thuy-linh-nguyen-hoang-trieu
lặng thầm một tình yêu (remix)	tuấn kc	lang-tham-mot-tinh-yeu-remix-tuan-kc
lặng thầm trong đêm	3n	lang-tham-trong-dem-3n
lặng thầm trong đêm chờ em	lưu hưng	lang-tham-trong-dem-cho-em-luu-hung
lặng thầm trong đêm chờ em (new version)	lưu hưng	lang-tham-trong-dem-cho-em-new-version-luu-hung
lặng thầm trong mưa gió	ngô viết trung	lang-tham-trong-mua-gio-viet-trung
lặng thầm yêu em	huỳnh nhật long	lang-tham-yeu-em-huynh-nhat-long
lang thang	đan kim	lang-thang-dan-kim
lang thang	diệu hiền	lang-thang-dieu-hien
lang thang	la thoại phi	lang-thang-la-thoai-phi
lang thang	nguyễn đình thanh tâm	lang-thang-nguyen-dinh-thanh-tam
lang thang	phương trang	lang-thang-phuong-trang
lang thang	táo	lang-thang-tao
lang thang	trúc lai	lang-thang-truc-lai
lang thang chiều lỡ hẹn	minh quân	lang-thang-chieu-lo-hen-minh-quan
lang thang internet	cẩm ly	lang-thang-internet-cam-ly
lang thang nghênh ngang	cường dc	lang-thang-nghenh-ngang-cuong-dc
lắng theo mưa 2	only t sillysk	lang-theo-mua-2-only-t-sillysk
làng tôi	thùy trâm	lang-toi-thuy-tram
lãng tử	trịnh thăng bình	lang-tu-trinh-thang-binh
lãng tử âm nhạc	vỹ thành	lang-tu-am-nhac-vy-thanh
lãng tử miền tây	quách sỹ phú	lang-tu-mien-tay-quach-sy-phu
lãng tử miền tây (remix)	nguyễn linh	lang-tu-mien-tay-remix-nguyen-linh
lãng tử miền tây remix	quang trường	lang-tu-mien-tay-remix-quang-truong
lặng yên	thiên minh	lang-yen-thien-minh
lặng yên	thùy chi	lang-yen-thuy-chi
lặng yên	trương ny	lang-yen-truong-ny
lặng yêu	hoàng rapper mi lan	lang-yeu-mi-lan-hoang-rapper
lặng yêu	từ minh hy	lang-yeu-tu-minh-hy
lạnh	tonny việt	lanh-tonny-viet
lạnh 2	khổng tú quỳnh tonny việt	lanh-2-khong-tu-quynh-tonny-viet
lạnh bước	lâm hùng	lanh-buoc-lam-hung
lạnh giá	mun phạm	lanh-gia-mun-pham
lạnh hơn người dưng	khánh đơn	lanh-hon-nguoi-dung-khanh-don
lạnh không em	vương bảo lâm	lanh-khong-em-vuong-bao-lam
lạnh lẽo	lee phú quý	lanh-leo-lee-phu-quy
lạnh lẽo	lý đài trang	lanh-leo-ly-dai-trang
lạnh lùng	đàm thu trang	lanh-lung-dam-thu-trang
lạnh lùng	đào ngọc sang	lanh-lung-dao-ngoc-sang
lạnh lùng	đông nhi	lanh-lung-dong-nhi
lạnh lùng	hồ xuân đào	lanh-lung-ho-xuan-dao
